command= python3 -u /u/zjian1/ASTZ/py_code/generate_stencil_list.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 
Available threads: 16
Set threads to: 8
data_min:-1672.849365234375, data_max:14206.283203125
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 10.257
Zstd CR= 1.004
[31mTotal CR= 10.296 [0m
qb_min= -62, qb_max= 237
max_err= 18.633544921875
max_rel_err= 0.002
[31mpsnr= 59.176 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_011.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_011.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1572.1063232421875, data_max:9327.484375
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 10.589
Zstd CR= 1.000
[31mTotal CR= 10.589 [0m
qb_min= -45, qb_max= 208
max_err= 21.79931640625
max_rel_err= 0.002
[31mpsnr= 59.163 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_012.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_012.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1596.585693359375, data_max:13839.8046875
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 12.220
Zstd CR= 1.010
[31mTotal CR= 12.342 [0m
qb_min= -46, qb_max= 209
max_err= 30.873046875
max_rel_err= 0.002
[31mpsnr= 59.146 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_020.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_020.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1650.6396484375, data_max:14129.0322265625
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 11.804
Zstd CR= 1.017
[31mTotal CR= 12.001 [0m
qb_min= -93, qb_max= 253
max_err= 31.5595703125
max_rel_err= 0.002
[31mpsnr= 59.156 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_021.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_021.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1643.451904296875, data_max:14422.6708984375
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 11.873
Zstd CR= 1.016
[31mTotal CR= 12.065 [0m
qb_min= -52, qb_max= 180
max_err= 32.13232421875
max_rel_err= 0.002
[31mpsnr= 59.154 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_022.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_022.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1584.2459716796875, data_max:12948.6181640625
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 11.396
Zstd CR= 1.009
[31mTotal CR= 11.502 [0m
qb_min= -79, qb_max= 249
max_err= 29.06591796875
max_rel_err= 0.002
[31mpsnr= 59.149 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_100.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_100.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1695.33984375, data_max:14731.93359375
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 10.886
Zstd CR= 1.007
[31mTotal CR= 10.965 [0m
qb_min= -186, qb_max= 387
max_err= 32.854736328125
max_rel_err= 0.002
[31mpsnr= 59.159 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_101.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_101.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1737.26171875, data_max:14576.845703125
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 10.674
Zstd CR= 1.012
[31mTotal CR= 10.800 [0m
qb_min= -176, qb_max= 317
max_err= 32.62841796875
max_rel_err= 0.002
[31mpsnr= 59.156 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_102.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_102.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1689.1220703125, data_max:14534.9326171875
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 10.536
Zstd CR= 1.007
[31mTotal CR= 10.614 [0m
qb_min= -185, qb_max= 330
max_err= 32.4482421875
max_rel_err= 0.002
[31mpsnr= 59.155 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_110.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_110.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1596.572509765625, data_max:14680.1064453125
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 13.366
Zstd CR= 1.028
[31mTotal CR= 13.744 [0m
qb_min= -40, qb_max= 231
max_err= 32.553466796875
max_rel_err= 0.002
[31mpsnr= 59.172 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1672.849365234375, data_max:14206.283203125
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 12.654
Zstd CR= 1.018
[31mTotal CR= 12.878 [0m
qb_min= -53, qb_max= 212
max_err= 31.7584228515625
max_rel_err= 0.002
[31mpsnr= 59.170 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_112.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_112.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1639.9715576171875, data_max:6492.20556640625
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 9.146
Zstd CR= 1.002
[31mTotal CR= 9.168 [0m
qb_min= -65, qb_max= 197
max_err= 16.264404296875
max_rel_err= 0.002
[31mpsnr= 59.161 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_120.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_120.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1729.326171875, data_max:14589.603515625
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 12.021
Zstd CR= 1.021
[31mTotal CR= 12.269 [0m
qb_min= -83, qb_max= 190
max_err= 32.637939453125
max_rel_err= 0.002
[31mpsnr= 59.158 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_121.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_121.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1644.2252197265625, data_max:14178.0556640625
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 11.821
Zstd CR= 1.015
[31mTotal CR= 11.996 [0m
qb_min= -82, qb_max= 265
max_err= 31.644775390625
max_rel_err= 0.002
[31mpsnr= 59.167 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_122.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_122.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1617.020263671875, data_max:14277.412109375
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 11.891
Zstd CR= 1.016
[31mTotal CR= 12.079 [0m
qb_min= -84, qb_max= 238
max_err= 31.7890625
max_rel_err= 0.002
[31mpsnr= 59.165 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_200.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_200.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1656.5836181640625, data_max:14721.267578125
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 10.075
Zstd CR= 1.007
[31mTotal CR= 10.143 [0m
qb_min= -170, qb_max= 315
max_err= 32.755859375
max_rel_err= 0.002
[31mpsnr= 59.159 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_201.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_201.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1688.6341552734375, data_max:14600.322265625
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 9.869
Zstd CR= 1.008
[31mTotal CR= 9.945 [0m
qb_min= -185, qb_max= 331
max_err= 32.5780029296875
max_rel_err= 0.002
[31mpsnr= 59.156 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_202.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_202.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1628.049560546875, data_max:14528.951171875
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
